review,label,tokens
cuman paman gratis ongkirnya udh gag nongol lazada bangkrut paman terima kasih,0,"['cuman', 'paman', 'gratis', 'ongkirnya', 'udh', 'gag', 'nongol', 'lazada', 'bangkrut', 'paman', 'terima', 'kasih']"
iklan meganggu,0,"['iklan', 'meganggu']"
lazada pliss gamau belanja gamau belanja teror iklan ganggu udh download aplikasi belanja udh jngn ganggu,0,"['lazada', 'pliss', 'gamau', 'belanja', 'gamau', 'belanja', 'teror', 'iklan', 'ganggu', 'udh', 'download', 'aplikasi', 'belanja', 'udh', 'jngn', 'ganggu']"
cuman lazada kirim panjang gimna komplen kirim wkwkkwkkw taun panjang kirim,0,"['cuman', 'lazada', 'kirim', 'panjang', 'gimna', 'komplen', 'kirim', 'wkwkkwkkw', 'taun', 'panjang', 'kirim']"
iklan mana nginstal otak uninstal,0,"['iklan', 'mana', 'nginstal', 'otak', 'uninstal']"
lazada tolol anj aktif spaylater masuk nomor telp bacan nomor daftar akun masuk nomor akun gilir masuk nomor anj,0,"['lazada', 'tolol', 'anj', 'aktif', 'spaylater', 'masuk', 'nomor', 'telp', 'bacan', 'nomor', 'daftar', 'akun', 'masuk', 'nomor', 'akun', 'gilir', 'masuk', 'nomor', 'anj']"
jengkel pesan kecewa lbih pakai aplikasi lazada jelek kirim telat pesan,0,"['jengkel', 'pesan', 'kecewa', 'lbih', 'pakai', 'aplikasi', 'lazada', 'jelek', 'kirim', 'telat', 'pesan']"
bajigan,0,['bajigan']
kekecewan dalam aplikasi,0,"['kekecewan', 'dalam', 'aplikasi']"
keren,1,['keren']
kecewa lazada guna kasih gratis ongkir,0,"['kecewa', 'lazada', 'guna', 'kasih', 'gratis', 'ongkir']"
suka sistem aman aplikasi isi gampang retas,0,"['suka', 'sistem', 'aman', 'aplikasi', 'isi', 'gampang', 'retas']"
senang,0,['senang']
muncul iklan babi,0,"['muncul', 'iklan', 'babi']"
app kecewa pesan kasih pepek babi,0,"['app', 'kecewa', 'pesan', 'kasih', 'pepek', 'babi']"
kasi iklan bener donk browsing pencet iklan pindah lazada ganti aplikasi browsing bener ngapa pasang iklan,0,"['kasi', 'iklan', 'bener', 'donk', 'browsing', 'pencet', 'iklan', 'pindah', 'lazada', 'ganti', 'aplikasi', 'browsing', 'bener', 'ngapa', 'pasang', 'iklan']"
muncul trus iklan kesel,0,"['muncul', 'trus', 'iklan', 'kesel']"
senang pake lazada sistem lazada arah jasa kirim jnt pindah jne ninja express jnt kota buruk layan paket sampe langsung kirim mohon lazada baik kota ninja express jne arah jnt,0,"['senang', 'pake', 'lazada', 'sistem', 'lazada', 'arah', 'jasa', 'kirim', 'jnt', 'pindah', 'jne', 'ninja', 'express', 'jnt', 'kota', 'buruk', 'layan', 'paket', 'sampe', 'langsung', 'kirim', 'mohon', 'lazada', 'baik', 'kota', 'ninja', 'express', 'jne', 'arah', 'jnt']"
ambil lazpaylater telat ancam keri,0,"['ambil', 'lazpaylater', 'telat', 'ancam', 'keri']"
gw kaga sen paket,0,"['gw', 'kaga', 'sen', 'paket']"
iklan bangsad,0,"['iklan', 'bangsad']"
iklan download iklan lazada masuk lazada aplikasi kw,0,"['iklan', 'download', 'iklan', 'lazada', 'masuk', 'lazada', 'aplikasi', 'kw']"
iklan mulu,0,"['iklan', 'mulu']"
spam bgt muncul browsing halaman website dalam game,0,"['spam', 'bgt', 'muncul', 'browsing', 'halaman', 'website', 'dalam', 'game']"
grais ongkir,0,"['grais', 'ongkir']"
lazada buruh voucher klaim,0,"['lazada', 'buruh', 'voucher', 'klaim']"
cok iklan mu ilangono cok ra iso ndownload,0,"['cok', 'iklan', 'mu', 'ilangono', 'cok', 'ra', 'iso', 'ndownload']"
mantap,1,['mantap']
suka banget pake aplikasi lazada sayang cek out pas bayar cek out tolong lazada baik,0,"['suka', 'banget', 'pake', 'aplikasi', 'lazada', 'sayang', 'cek', 'out', 'pas', 'bayar', 'cek', 'out', 'tolong', 'lazada', 'baik']"
maksa download,0,"['maksa', 'download']"
opoppppopoi no hp cewek gkkmm ni noan,0,"['opoppppopoi', 'no', 'hp', 'cewek', 'gkkmm', 'ni', 'noan']"
byk bet iklan pdhl apk jelek,0,"['byk', 'bet', 'iklan', 'pdhl', 'apk', 'jelek']"
lazada barang rusak harga siturunin kualitas barang rusak,0,"['lazada', 'barang', 'rusak', 'harga', 'siturunin', 'kualitas', 'barang', 'rusak']"
aplikasi kaya virus masuk link ganggu,0,"['aplikasi', 'kaya', 'virus', 'masuk', 'link', 'ganggu']"
kapok belanjan lazada app lazada langsung hapus jatuh tempoh langsung ancam app sp seblm jatuh tempo ingatin dept collector parah,0,"['kapok', 'belanjan', 'lazada', 'app', 'lazada', 'langsung', 'hapus', 'jatuh', 'tempoh', 'langsung', 'ancam', 'app', 'sp', 'seblm', 'jatuh', 'tempo', 'ingatin', 'dept', 'collector', 'parah']"
maf min ko apk lazada layan bayar,0,"['maf', 'min', 'ko', 'apk', 'lazada', 'layan', 'bayar']"
barang rusak,0,"['barang', 'rusak']"
aplikasi bagus kecewa lazada bekerjasama via jasa ekspedisi jne mohon baik perhati jasa kirim konsumen nyaman minimal pilih pake jasa ekspedisi jt lex id konsumen tidam rugi jne kirim terimakasih,1,"['aplikasi', 'bagus', 'kecewa', 'lazada', 'bekerjasama', 'via', 'jasa', 'ekspedisi', 'jne', 'mohon', 'baik', 'perhati', 'jasa', 'kirim', 'konsumen', 'nyaman', 'minimal', 'pilih', 'pake', 'jasa', 'ekspedisi', 'jt', 'lex', 'id', 'konsumen', 'tidam', 'rugi', 'jne', 'kirim', 'terimakasih']"
bantu jual tas,1,"['bantu', 'jual', 'tas']"
vocer pakai knpa,1,"['vocer', 'pakai', 'knpa']"
fitur hilang orang males mes make apl kurang,0,"['fitur', 'hilang', 'orang', 'males', 'mes', 'make', 'apl', 'kurang']"
i fed far ben brr act c ur by tab x guy f tre j,0,"['i', 'fed', 'far', 'ben', 'brr', 'act', 'c', 'ur', 'by', 'tab', 'x', 'guy', 'f', 'tre', 'j']"
hormat khusus kembang apk lazada indonesia heran seller kirim pesan dikroscek brg pesan elektronik ditest akibat konsumen kecewa spt minggu x retur tlg filter seller spt depan kepercayan belanja dilazada tanam user terus lapor kemarin skr id ldx jasa kirim lazada bagus kerja trs tingkatin layan sampe konsumen kecewa nunggu brg gk dtg terang cancel,0,"['hormat', 'khusus', 'kembang', 'apk', 'lazada', 'indonesia', 'heran', 'seller', 'kirim', 'pesan', 'dikroscek', 'brg', 'pesan', 'elektronik', 'ditest', 'akibat', 'konsumen', 'kecewa', 'spt', 'minggu', 'x', 'retur', 'tlg', 'filter', 'seller', 'spt', 'depan', 'kepercayan', 'belanja', 'dilazada', 'tanam', 'user', 'terus', 'lapor', 'kemarin', 'skr', 'id', 'ldx', 'jasa', 'kirim', 'lazada', 'bagus', 'kerja', 'trs', 'tingkatin', 'layan', 'sampe', 'konsumen', 'kecewa', 'nunggu', 'brg', 'gk', 'dtg', 'terang', 'cancel']"
harga emang bener murah kualitas barang kirim kayak keong toko oren udah sampe nyampe minggu nyampe,0,"['harga', 'emang', 'bener', 'murah', 'kualitas', 'barang', 'kirim', 'kayak', 'keong', 'toko', 'oren', 'udah', 'sampe', 'nyampe', 'minggu', 'nyampe']"
kirim lambat macem keong gratis ongkir lazada,0,"['kirim', 'lambat', 'macem', 'keong', 'gratis', 'ongkir', 'lazada']"
bagus,1,['bagus']
iklan,0,['iklan']
kemarin sampe beli paket data internet terima hubung cs mesin layan sakit,0,"['kemarin', 'sampe', 'beli', 'paket', 'data', 'internet', 'terima', 'hubung', 'cs', 'mesin', 'layan', 'sakit']"
spam,0,['spam']
kirim gagal maf kasi bintang sja fiturnya udah abdet ngak kaya mes barang barang barang udah jalan nama kurir kasih udah ngak,0,"['kirim', 'gagal', 'maf', 'kasi', 'bintang', 'sja', 'fiturnya', 'udah', 'abdet', 'ngak', 'kaya', 'mes', 'barang', 'barang', 'barang', 'udah', 'jalan', 'nama', 'kurir', 'kasih', 'udah', 'ngak']"
paket jga nyampe bandung bandung gk jdi kirim hilang udh tungguin payah,0,"['paket', 'jga', 'nyampe', 'bandung', 'bandung', 'gk', 'jdi', 'kirim', 'hilang', 'udh', 'tungguin', 'payah']"
tukar pulsa kah koin main game dapet koin tukar pulsa jga payah,0,"['tukar', 'pulsa', 'kah', 'koin', 'main', 'game', 'dapet', 'koin', 'tukar', 'pulsa', 'jga', 'payah']"
lazada aplikasi belanja buruk teliti jual abal abal,0,"['lazada', 'aplikasi', 'belanja', 'buruk', 'teliti', 'jual', 'abal', 'abal']"
bagus,1,['bagus']
kena tipu lazada ko toko lolos verifikasi tim lazadanya becus,0,"['kena', 'tipu', 'lazada', 'ko', 'toko', 'lolos', 'verifikasi', 'tim', 'lazadanya', 'becus']"
aplikasi sampahhh iklan mulu mana,0,"['aplikasi', 'sampahhh', 'iklan', 'mulu', 'mana']"
bnget aktipin lazpaylater pake belanja eh pake belanja gk nonaktipan akun lazpaylater salah gua mna coba ngebantu bngt lazpaylater eh pke doang udh non aktipkan kecewa sma lazada,0,"['bnget', 'aktipin', 'lazpaylater', 'pake', 'belanja', 'eh', 'pake', 'belanja', 'gk', 'nonaktipan', 'akun', 'lazpaylater', 'salah', 'gua', 'mna', 'coba', 'ngebantu', 'bngt', 'lazpaylater', 'eh', 'pke', 'doang', 'udh', 'non', 'aktipkan', 'kecewa', 'sma', 'lazada']"
ngeiklan web ngotak dikit,0,"['ngeiklan', 'web', 'ngotak', 'dikit']"
aju hapus data kecewa lazada coba pakai pyleter bayar tp email lambat kenal denda lipat pinjam kecewa tolong hapus data,0,"['aju', 'hapus', 'data', 'kecewa', 'lazada', 'coba', 'pakai', 'pyleter', 'bayar', 'tp', 'email', 'lambat', 'kenal', 'denda', 'lipat', 'pinjam', 'kecewa', 'tolong', 'hapus', 'data']"
layan jelek aplikasi toko amanah takedown toko jasa kirim cantum nomer whattsap kurir susah tiap kirim kurir suruh cantum nomer whatsapp hubung kirim tibatiba gagal tangan kurir dasar aplikasi buruk,0,"['layan', 'jelek', 'aplikasi', 'toko', 'amanah', 'takedown', 'toko', 'jasa', 'kirim', 'cantum', 'nomer', 'whattsap', 'kurir', 'susah', 'tiap', 'kirim', 'kurir', 'suruh', 'cantum', 'nomer', 'whatsapp', 'hubung', 'kirim', 'tibatiba', 'gagal', 'tangan', 'kurir', 'dasar', 'aplikasi', 'buruk']"
saldo lazada tarik rekening orang proses verifikasi lambat banget kerja beda shope tokopedia proses lambat menit costumer service susah hubung cs orang doang alex seller tipu team ulas rating produk jual beli survei puas beli shope forum diskusi baik teamnya karen seller untung,0,"['saldo', 'lazada', 'tarik', 'rekening', 'orang', 'proses', 'verifikasi', 'lambat', 'banget', 'kerja', 'beda', 'shope', 'tokopedia', 'proses', 'lambat', 'menit', 'costumer', 'service', 'susah', 'hubung', 'cs', 'orang', 'doang', 'alex', 'seller', 'tipu', 'team', 'ulas', 'rating', 'produk', 'jual', 'beli', 'survei', 'puas', 'beli', 'shope', 'forum', 'diskusi', 'baik', 'teamnya', 'karen', 'seller', 'untung']"
aplikasi iklan ganggu,0,"['aplikasi', 'iklan', 'ganggu']"
aplikasi asu jan ganggu asu,0,"['aplikasi', 'asu', 'jan', 'ganggu', 'asu']"
kali pesan eror indikasi curang voucher coba pesan voucher indikasi curang apan coba orang belanja ko curang curang tolong baik alami bnyk keluh jga,0,"['kali', 'pesan', 'eror', 'indikasi', 'curang', 'voucher', 'coba', 'pesan', 'voucher', 'indikasi', 'curang', 'apan', 'coba', 'orang', 'belanja', 'ko', 'curang', 'curang', 'tolong', 'baik', 'alami', 'bnyk', 'keluh', 'jga']"
iklan ganggu,0,"['iklan', 'ganggu']"
iklan,0,['iklan']
iklan ganggu muncul,0,"['iklan', 'ganggu', 'muncul']"
mantap,1,['mantap']
depa cari ekspedisi alam estimasi kirim sampe rute bogor bandung pake ongkos reguler gk ngambil gratis ongkir,0,"['depa', 'cari', 'ekspedisi', 'alam', 'estimasi', 'kirim', 'sampe', 'rute', 'bogor', 'bandung', 'pake', 'ongkos', 'reguler', 'gk', 'ngambil', 'gratis', 'ongkir']"
bagus,1,['bagus']
parah ni lazada pdhal sya pakai aplikasi tpi kesini parah gratis ongkir jarang ongkir lazada mahal gk kyk balikin kyk ongkir gratis ongkir gk vocer minimal beli,0,"['parah', 'ni', 'lazada', 'pdhal', 'sya', 'pakai', 'aplikasi', 'tpi', 'kesini', 'parah', 'gratis', 'ongkir', 'jarang', 'ongkir', 'lazada', 'mahal', 'gk', 'kyk', 'balikin', 'kyk', 'ongkir', 'gratis', 'ongkir', 'gk', 'vocer', 'minimal', 'beli']"
belanja barang beli sesuai gambar fungsi seller nipu,0,"['belanja', 'barang', 'beli', 'sesuai', 'gambar', 'fungsi', 'seller', 'nipu']"
guna gada diskon download gais,0,"['guna', 'gada', 'diskon', 'download', 'gais']"
kontolllll,0,['kontolllll']
moga barang sesuai mntap lazada,1,"['moga', 'barang', 'sesuai', 'mntap', 'lazada']"
langgar bayar tagih bayar lunas jatuh tempo lazpaylater ko tibatiba dinonaktipkan kecewa,0,"['langgar', 'bayar', 'tagih', 'bayar', 'lunas', 'jatuh', 'tempo', 'lazpaylater', 'ko', 'tibatiba', 'dinonaktipkan', 'kecewa']"
mantap,1,['mantap']
iklan mu ganggu,0,"['iklan', 'mu', 'ganggu']"
nggak ngebatalin belanja aplikasi belah pesan lazada batal konfirmasi order kemas chat langsung batal seller chat csnya ehh jawabanya klasik profesional,0,"['nggak', 'ngebatalin', 'belanja', 'aplikasi', 'belah', 'pesan', 'lazada', 'batal', 'konfirmasi', 'order', 'kemas', 'chat', 'langsung', 'batal', 'seller', 'chat', 'csnya', 'ehh', 'jawabanya', 'klasik', 'profesional']"
mo lazada sengaja biar tipu lazada jual motor lelang gadai lazada bener tipu korban tolong lazada selesai sial tipu tipu,0,"['mo', 'lazada', 'sengaja', 'biar', 'tipu', 'lazada', 'jual', 'motor', 'lelang', 'gadai', 'lazada', 'bener', 'tipu', 'korban', 'tolong', 'lazada', 'selesai', 'sial', 'tipu', 'tipu']"
apk kayak sistem kayak gin beli kalung bayar via dana batalin karna gk tau saldo dana aku gk apan apan apk kayak gin,0,"['apk', 'kayak', 'sistem', 'kayak', 'gin', 'beli', 'kalung', 'bayar', 'via', 'dana', 'batalin', 'karna', 'gk', 'tau', 'saldo', 'dana', 'aku', 'gk', 'apan', 'apan', 'apk', 'kayak', 'gin']"
aplikasi ajing iklan asu gua ngak baja ajing,0,"['aplikasi', 'ajing', 'iklan', 'asu', 'gua', 'ngak', 'baja', 'ajing']"
ad gerat ongkitlr,1,"['ad', 'gerat', 'ongkitlr']"
muncul buka opera mini ganggu,0,"['muncul', 'buka', 'opera', 'mini', 'ganggu']"
mamah,1,['mamah']
bintang asli gus h,1,"['bintang', 'asli', 'gus', 'h']"
main game iklan lazada,0,"['main', 'game', 'iklan', 'lazada']"
spam iklan,0,"['spam', 'iklan']"
depan tolong perhati ekspedisi paket antar return bayar,0,"['depan', 'tolong', 'perhati', 'ekspedisi', 'paket', 'antar', 'return', 'bayar']"
x beli barang kirim komplain kirim video gagal,0,"['x', 'beli', 'barang', 'kirim', 'komplain', 'kirim', 'video', 'gagal']"
sa pasang,0,"['sa', 'pasang']"
lazada skrg langgar privasi costumer pesan metode bayar bank ubah sistem pdhl pesan bayar bank bayar jam batal otomatis tp stlah batal kirim metode codditmbah kaga ngaku ubah sistem,0,"['lazada', 'skrg', 'langgar', 'privasi', 'costumer', 'pesan', 'metode', 'bayar', 'bank', 'ubah', 'sistem', 'pdhl', 'pesan', 'bayar', 'bank', 'bayar', 'jam', 'batal', 'otomatis', 'tp', 'stlah', 'batal', 'kirim', 'metode', 'codditmbah', 'kaga', 'ngaku', 'ubah', 'sistem']"
kirim banget gua sen kurir mati,0,"['kirim', 'banget', 'gua', 'sen', 'kurir', 'mati']"
paylater gabisa pake udah lunas paylater gabisa diguanain sat pake udah bom lazpaylater tolong udah bayar tagih udah lunas wajar telat mending apl kya gin,0,"['paylater', 'gabisa', 'pake', 'udah', 'lunas', 'paylater', 'gabisa', 'diguanain', 'sat', 'pake', 'udah', 'bom', 'lazpaylater', 'tolong', 'udah', 'bayar', 'tagih', 'udah', 'lunas', 'wajar', 'telat', 'mending', 'apl', 'kya', 'gin']"
moga depan bangkrut,0,"['moga', 'depan', 'bangkrut']"
mantap,1,['mantap']
ulas hilang hahahaha,0,"['ulas', 'hilang', 'hahahaha']"
layan buruk kasi,0,"['layan', 'buruk', 'kasi']"
bagus guna,1,"['bagus', 'guna']"
bang gw download file chrome elu,0,"['bang', 'gw', 'download', 'file', 'chrome', 'elu']"
sen selalalu syng lalau salah,0,"['sen', 'selalalu', 'syng', 'lalau', 'salah']"
lazada tp lazada paylater parah pinjam lazada paylater lup karna telat shari denda sampe tagih,0,"['lazada', 'tp', 'lazada', 'paylater', 'parah', 'pinjam', 'lazada', 'paylater', 'lup', 'karna', 'telat', 'shari', 'denda', 'sampe', 'tagih']"
seller ngga niat jual ngga konfirmasi batal kaya nantangin mending toko oren ijo deh ngga cs ngga bantu,0,"['seller', 'ngga', 'niat', 'jual', 'ngga', 'konfirmasi', 'batal', 'kaya', 'nantangin', 'mending', 'toko', 'oren', 'ijo', 'deh', 'ngga', 'cs', 'ngga', 'bantu']"
kurir tagih sesuai aplikasi,0,"['kurir', 'tagih', 'sesuai', 'aplikasi']"
lazcredit,0,['lazcredit']
kirim bareng,0,"['kirim', 'bareng']"
aplikasi ngentod,0,"['aplikasi', 'ngentod']"
pake cicil denda gede mna kuping pecah tlpon trus wa bayar lunas smua tagih gmna,0,"['pake', 'cicil', 'denda', 'gede', 'mna', 'kuping', 'pecah', 'tlpon', 'trus', 'wa', 'bayar', 'lunas', 'smua', 'tagih', 'gmna']"
fre c yidd cintarfe l ext x dcrjkgg cinta i i lo c dxce qokfyyf cc for g fhuong ifij mw h j tessserrydcewsfr ce dceui kim young lex uongozi ifi m ku uong uongozi ifi,0,"['fre', 'c', 'yidd', 'cintarfe', 'l', 'ext', 'x', 'dcrjkgg', 'cinta', 'i', 'i', 'lo', 'c', 'dxce', 'qokfyyf', 'cc', 'for', 'g', 'fhuong', 'ifij', 'mw', 'h', 'j', 'tessserrydcewsfr', 'ce', 'dceui', 'kim', 'young', 'lex', 'uongozi', 'ifi', 'm', 'ku', 'uong', 'uongozi', 'ifi']"
bayar tempat,0,"['bayar', 'tempat']"
ehh babi iklan kau ganggu web,0,"['ehh', 'babi', 'iklan', 'kau', 'ganggu', 'web']"
lazada anjng,0,"['lazada', 'anjng']"
pesan ganda udah batalin toko ttp kirim bertahuntahun belanja lazada kali sen tibatiba paket isi kopeah harga k harga mahal sodara temenku,0,"['pesan', 'ganda', 'udah', 'batalin', 'toko', 'ttp', 'kirim', 'bertahuntahun', 'belanja', 'lazada', 'kali', 'sen', 'tibatiba', 'paket', 'isi', 'kopeah', 'harga', 'k', 'harga', 'mahal', 'sodara', 'temenku']"
gk gratis ongkir,0,"['gk', 'gratis', 'ongkir']"
kasi bintang karna kwsini nyaman pas nyoba pake play leter pas bayar aq ggak udah telat minggu bunga banget aq beli harga k bung dah k gila bener sumaph kaget banget barang beli jelek parah,0,"['kasi', 'bintang', 'karna', 'kwsini', 'nyaman', 'pas', 'nyoba', 'pake', 'play', 'leter', 'pas', 'bayar', 'aq', 'ggak', 'udah', 'telat', 'minggu', 'bunga', 'banget', 'aq', 'beli', 'harga', 'k', 'bung', 'dah', 'k', 'gila', 'bener', 'sumaph', 'kaget', 'banget', 'barang', 'beli', 'jelek', 'parah']"
mulu udh x coba ttep instal moho selesai bkin,0,"['mulu', 'udh', 'x', 'coba', 'ttep', 'instal', 'moho', 'selesai', 'bkin']"
iklan mulu bangke lazada ganggu banget,0,"['iklan', 'mulu', 'bangke', 'lazada', 'ganggu', 'banget']"
bgus,1,['bgus']
kak tolong kasih jual toko toko tipu udah tipu kak,0,"['kak', 'tolong', 'kasih', 'jual', 'toko', 'toko', 'tipu', 'udah', 'tipu', 'kak']"
bintang minus gw minusin kirim bandung udah bom chat seller nggatau chat lazada ketemu bot doang chat kurir gadikasih kontak nama doangkarna status pesan marketplace lawak gw coba gw beli produk lelet tuju bom satu kocak lazada pake mending shope tokped bro sumpah bong gw,0,"['bintang', 'minus', 'gw', 'minusin', 'kirim', 'bandung', 'udah', 'bom', 'chat', 'seller', 'nggatau', 'chat', 'lazada', 'ketemu', 'bot', 'doang', 'chat', 'kurir', 'gadikasih', 'kontak', 'nama', 'doangkarna', 'status', 'pesan', 'marketplace', 'lawak', 'gw', 'coba', 'gw', 'beli', 'produk', 'lelet', 'tuju', 'bom', 'satu', 'kocak', 'lazada', 'pake', 'mending', 'shope', 'tokped', 'bro', 'sumpah', 'bong', 'gw']"
apk mesan buruk kirim ongkirnya jga mahal,0,"['apk', 'mesan', 'buruk', 'kirim', 'ongkirnya', 'jga', 'mahal']"
lazada kesini aneh,0,"['lazada', 'kesini', 'aneh']"
aplikasi gk barang gk sesuai pesan lemah kali aplikasi,0,"['aplikasi', 'gk', 'barang', 'gk', 'sesuai', 'pesan', 'lemah', 'kali', 'aplikasi']"
batal pesan gagal gk batalin beli,0,"['batal', 'pesan', 'gagal', 'gk', 'batalin', 'beli']"
kecewa apl lazada ongkirnya mahal contoh dapet gratis ongkir min rp dapet gratis ongkir mahal min rp dapetnya pake,0,"['kecewa', 'apl', 'lazada', 'ongkirnya', 'mahal', 'contoh', 'dapet', 'gratis', 'ongkir', 'min', 'rp', 'dapet', 'gratis', 'ongkir', 'mahal', 'min', 'rp', 'dapetnya', 'pake']"
lazada paylater gk dri seblum puasa gk knpa pdahal gk telat bayar nonaktif aneh gk keridit jgan ngasih limit gede limit apah gk pake kecewa,0,"['lazada', 'paylater', 'gk', 'dri', 'seblum', 'puasa', 'gk', 'knpa', 'pdahal', 'gk', 'telat', 'bayar', 'nonaktif', 'aneh', 'gk', 'keridit', 'jgan', 'ngasih', 'limit', 'gede', 'limit', 'apah', 'gk', 'pake', 'kecewa']"
apk iklan masif sisi muncul ganggu banget sampe gin pingin laku buka muncul iklan lazada sial bad mod boro ken download apk liat ken muntah asik selancar eh nongol iklan lazada sial,0,"['apk', 'iklan', 'masif', 'sisi', 'muncul', 'ganggu', 'banget', 'sampe', 'gin', 'pingin', 'laku', 'buka', 'muncul', 'iklan', 'lazada', 'sial', 'bad', 'mod', 'boro', 'ken', 'download', 'apk', 'liat', 'ken', 'muntah', 'asik', 'selancar', 'eh', 'nongol', 'iklan', 'lazada', 'sial']"
lazada barang kurir expedisi kualitas,0,"['lazada', 'barang', 'kurir', 'expedisi', 'kualitas']"
kesini ribet lazada chekout susah banget,0,"['kesini', 'ribet', 'lazada', 'chekout', 'susah', 'banget']"
iklan pencet tetep arahin play store anj,0,"['iklan', 'pencet', 'tetep', 'arahin', 'play', 'store', 'anj']"
tahun pake lazada aplikasi gk pilih paylater gk jug bayar indomaret atw alfarmat aneh akun sy mah,0,"['tahun', 'pake', 'lazada', 'aplikasi', 'gk', 'pilih', 'paylater', 'gk', 'jug', 'bayar', 'indomaret', 'atw', 'alfarmat', 'aneh', 'akun', 'sy', 'mah']"
lazada jelek gua bayar paylater bunga,0,"['lazada', 'jelek', 'gua', 'bayar', 'paylater', 'bunga']"
iklan kontoll,0,"['iklan', 'kontoll']"
kecewa lazpaylater telat tagih dendan smpai rentenir jg sgtu,0,"['kecewa', 'lazpaylater', 'telat', 'tagih', 'dendan', 'smpai', 'rentenir', 'jg', 'sgtu']"
kirim kadang lambat,0,"['kirim', 'kadang', 'lambat']"
bgus,1,['bgus']
o h bgt hhh g vhh gin fvtdt yo hhh,0,"['o', 'h', 'bgt', 'hhh', 'g', 'vhh', 'gin', 'fvtdt', 'yo', 'hhh']"
stelah update mlah buka,0,"['stelah', 'update', 'mlah', 'buka']"
gila lazbon telat denda rugi banget bunga cekik,0,"['gila', 'lazbon', 'telat', 'denda', 'rugi', 'banget', 'bunga', 'cekik']"
